customerID,gender,SeniorCitizen,Partner,DependentsCount,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,tenure,MonthlyCharges,TotalCharges,Churn
C101007,Female,1,Yes,0,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer,63,20.0,1266.39,No
C101008,Female,1,Yes,1,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,0,80.92,85.89,Yes
C101009,Female,1,No,3,No,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card,31,101.85,3145.03,No
C101010,Male,0,No,0,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,57,71.13,4067.5,No
C101011,Female,1,Yes,1,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,8,91.44,718.04,No
C101012,Male,1,No,0,No,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Bank transfer,25,87.1,2192.85,No
C101013,Male,1,Yes,2,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,39,75.31,2952.19,No
C101014,Female,0,No,0,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Electronic check,5,79.08,411.78,Yes
C101015,Female,1,No,0,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Credit card,65,115.47,7507.03,No
C101016,Male,0,Yes,1,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,26,46.07,1181.5,No
C101017,Male,0,No,1,No,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,56,98.19,5474.79,Yes
C101018,Male,0,Yes,0,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,30,39.57,1143.73,Yes
C101019,Male,0,No,2,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,No,Mailed check,28,51.16,1447.62,Yes
C101020,Male,0,No,2,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer,69,110.88,7617.0,No
C101021,Male,0,Yes,2,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Credit card,61,38.71,2358.61,No
C101022,Female,0,No,2,No,No,No,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,37,67.75,2511.11,No
C101023,Female,1,Yes,4,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,33,145.84,4791.34,No
C101024,Female,1,Yes,1,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,56,105.77,5920.66,No
C101025,Male,0,Yes,1,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,49,52.88,2597.5,Yes
C101026,Male,0,No,2,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer,70,58.03,4056.63,Yes
C101027,Male,0,No,0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,23,69.9,1616.91,Yes
C101028,Female,1,No,4,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Bank transfer,8,114.36,905.99,No
C101029,Male,0,No,2,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,14,44.95,623.74,Yes
C101030,Male,0,Yes,3,No,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer,37,43.13,1578.03,Yes
C101031,Male,0,No,1,No,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,22,96.4,2118.09,No
C101032,Female,0,No,3,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,58,24.57,1425.18,No
C101033,Male,1,No,4,No,No,No,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card,63,47.67,2984.73,Yes
C101034,Male,0,Yes,2,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,No,Mailed check,13,72.45,950.43,No
C101035,Female,1,Yes,1,Yes,Yes,DSL,No,No,No,Yes,No,Yes,One year,No,Mailed check,71,73.99,5203.98,No
C101036,Female,0,Yes,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer,45,34.06,1554.34,No
C101037,Male,0,Yes,4,Yes,No,No,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card,19,85.61,1598.24,No
C101038,Male,0,No,3,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,14,91.61,1303.35,No
C101039,Female,1,Yes,3,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card,11,55.13,618.84,No
C101040,Female,0,No,2,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Two year,Yes,Electronic check,33,124.82,4139.31,No
C101041,Female,1,Yes,0,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card,5,85.19,403.43,Yes
C101042,Male,0,No,3,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,9,44.85,399.58,Yes
C101043,Male,1,No,2,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,54,123.62,6681.36,No
C101044,Female,1,No,1,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,35,59.3,2084.06,No
C101045,Male,1,Yes,2,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Credit card,38,80.37,3070.86,No
C101046,Male,0,No,0,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Credit card,23,60.4,1402.23,Yes
C101047,Female,1,No,2,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,40,93.72,3758.32,No
C101048,Female,0,Yes,2,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,24,60.55,1463.03,No
C101049,Male,1,Yes,1,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Electronic check,3,62.37,200.79,Yes
C101050,Female,1,No,3,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Electronic check,40,70.2,2808.4,No
C101051,Male,1,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer,5,59.94,322.62,No
C101052,Female,0,Yes,1,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,49,107.15,5248.81,No
C101053,Female,1,Yes,3,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card,65,37.27,2388.72,Yes
C101054,Male,0,No,0,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card,48,73.89,3571.63,No
C101055,Female,1,No,2,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Electronic check,41,77.68,3194.24,No
C101056,Male,1,No,0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,69,71.26,4913.96,No
C101057,Female,0,No,3,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,No,Credit card,15,104.05,1563.03,No
C101058,Male,1,No,0,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Credit card,55,29.88,1673.54,No
C101059,Male,0,Yes,4,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer,14,92.04,1290.56,No
C101060,Female,1,No,0,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,0,37.65,68.03,Yes
C101061,Female,0,No,2,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,17,59.74,1025.01,No
C101062,Male,0,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer,36,34.57,1237.26,Yes
C101063,Female,1,No,2,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,4,65.04,233.97,No
C101064,Female,0,Yes,1,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,No,Bank transfer,20,57.65,1154.83,No
C101065,Male,1,Yes,1,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer,3,124.15,398.73,No
C101066,Female,1,No,4,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Electronic check,17,82.24,1386.71,No
C101067,Female,0,Yes,0,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,51,88.19,4505.02,Yes
C101068,Male,1,Yes,3,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,10,41.77,448.4,No
C101069,Male,0,Yes,1,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card,18,97.2,1714.14,No
C101070,Female,1,No,0,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Electronic check,9,124.15,1125.3,No
C101071,Male,1,Yes,2,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,27,101.1,2740.78,No
C101072,Female,0,Yes,0,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card,54,35.64,1931.68,Yes
C101073,Female,0,Yes,3,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer,38,61.08,2286.96,Yes
C101074,Male,0,Yes,3,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,14,78.25,1080.31,No
C101075,Male,0,Yes,1,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card,23,57.69,1285.15,No
C101076,Female,1,Yes,3,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,48,150.99,7221.17,No
C101077,Male,1,No,3,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card,34,60.53,2074.89,No
C101078,Male,1,Yes,3,No,No,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Credit card,33,73.7,2425.5,No
C101079,Female,0,No,0,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,62,56.99,3549.76,No
C101080,Female,0,No,0,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,58,81.95,4768.39,No
C101081,Female,1,Yes,0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,17,116.47,1957.52,No
C101082,Female,1,No,4,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer,50,78.45,3925.89,No
C101083,Female,1,No,1,No,No,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer,56,68.43,3800.35,No
C101084,Male,1,No,2,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,No,Mailed check,64,42.78,2743.41,No
C101085,Female,1,Yes,2,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card,19,111.27,2122.6,No
C101086,Female,0,No,4,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,52,70.69,3671.33,No
C101087,Female,0,No,0,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer,13,69.4,868.56,No
C101088,Female,1,Yes,3,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Bank transfer,32,20.0,610.25,No
C101089,Male,0,Yes,0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,5,71.18,406.75,No
C101090,Female,0,Yes,4,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,43,62.97,2720.14,No
C101091,Male,0,Yes,2,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer,49,20.22,985.2,No
C101092,Female,0,No,1,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer,32,104.69,3369.28,No
C101093,Male,0,Yes,2,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,29,58.94,1738.69,Yes
C101094,Male,1,Yes,3,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer,17,131.87,2266.0,No
C101095,Male,0,No,2,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,55,117.43,6454.78,No
C101096,Female,0,Yes,0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,65,53.4,3464.32,No
C101097,Female,1,Yes,1,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,No,Credit card,9,116.08,1060.64,No
C101098,Male,0,Yes,4,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,19,123.32,2338.37,No
C101099,Male,1,No,1,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer,43,58.23,2527.86,Yes
C101100,Male,0,Yes,2,No,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer,26,44.02,1146.76,Yes
C101101,Male,1,Yes,0,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,0,20.0,35.87,Yes
C101102,Female,0,Yes,0,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,1,86.41,107.2,No
C101103,Male,1,No,1,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,16,45.8,706.82,Yes
C101104,Male,0,No,4,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,69,87.31,6027.3,No
C101105,Male,0,Yes,2,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer,43,57.96,2515.25,No
C101106,Male,1,Yes,1,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,18,51.61,912.85,No
C101107,Female,0,Yes,2,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card,4,58.16,221.68,Yes
C101108,Female,1,Yes,4,No,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,54,36.01,1968.57,Yes
C101109,Male,0,Yes,4,No,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,27,58.14,1600.34,No
C101110,Female,1,No,1,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Credit card,28,52.9,1410.77,No
C101111,Male,1,Yes,4,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,40,74.58,3007.17,No
C101112,Male,1,No,4,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer,16,78.13,1203.58,Yes
C101113,Male,0,No,0,No,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer,52,42.86,2227.46,Yes
C101114,Male,0,No,4,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card,22,108.02,2348.72,No
C101115,Male,0,No,1,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Electronic check,50,70.21,3499.55,No
C101116,Female,0,Yes,3,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,37,120.07,4444.69,No
C101117,Female,1,No,4,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card,10,82.23,832.92,Yes
C101118,Female,0,No,2,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,44,77.07,3419.67,No
C101119,Male,0,Yes,1,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,No,Bank transfer,5,60.27,274.44,No
C101120,Male,0,Yes,4,Yes,No,No,No,No,No,Yes,No,Yes,One year,Yes,Bank transfer,51,93.45,4789.07,No
C101121,Male,0,Yes,2,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,27,76.01,2046.71,No
C101122,Male,0,Yes,3,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer,48,100.75,4830.87,No
C101123,Male,0,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,No,Credit card,17,123.14,2127.39,No
C101124,Female,1,Yes,1,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Electronic check,29,53.19,1559.36,No
C101125,Female,0,Yes,2,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer,22,93.4,2021.15,No
C101126,Female,0,No,1,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Bank transfer,18,92.55,1664.33,Yes
C101127,Female,1,Yes,0,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,24,88.74,2114.81,No
C101128,Female,0,Yes,3,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card,3,62.0,177.31,Yes
C101129,Female,1,Yes,1,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,28,62.61,1750.45,No
C101130,Male,1,No,2,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,8,57.48,469.1,No
C101131,Female,1,No,0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Credit card,37,56.89,2079.82,No
C101132,Female,1,No,3,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card,6,49.8,294.36,No
C101133,Female,1,Yes,0,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,0,71.87,63.98,No
C101134,Female,0,Yes,1,No,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer,31,52.27,1628.05,No
C101135,Male,0,Yes,0,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,21,88.07,1848.41,Yes
C101136,Female,0,Yes,4,Yes,Yes,DSL,No,Yes,No,Yes,No,No,One year,Yes,Electronic check,63,76.71,4851.49,No
C101137,Male,0,Yes,3,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,19,80.07,1526.5,No
C101138,Female,1,Yes,3,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card,28,66.8,1882.47,No
C101139,Female,1,No,2,No,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,17,77.07,1314.85,Yes
C101140,Female,1,No,4,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,64,67.58,4302.13,Yes
C101141,Male,0,Yes,0,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer,56,98.39,5502.35,No
C101142,Female,1,No,2,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,12,61.73,727.39,Yes
C101143,Female,1,Yes,0,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,18,86.27,1568.04,Yes
C101144,Male,0,No,3,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,13,35.81,482.56,Yes
C101145,Male,1,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer,10,96.36,961.96,No
C101146,Female,1,Yes,3,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer,17,58.22,992.65,No
C101147,Female,0,No,0,No,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer,61,47.63,2873.84,No
C101148,Female,1,No,3,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,33,40.84,1339.92,Yes
C101149,Female,0,No,1,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Mailed check,27,38.46,988.38,Yes
C101150,Male,1,No,1,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,13,60.56,803.46,Yes
C101151,Female,1,Yes,2,Yes,No,No,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,13,119.96,1604.06,No
C101152,Male,0,No,2,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,39,55.7,2161.64,No
C101153,Female,0,Yes,0,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,54,20.0,1084.58,Yes
C101154,Male,1,Yes,2,No,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,40,85.96,3446.74,No
C101155,Female,1,No,0,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,47,41.57,1931.06,No
C101156,Male,1,Yes,3,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card,18,99.44,1787.29,No
C101157,Female,0,No,0,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,68,62.37,4250.51,No
C101158,Male,1,Yes,4,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer,59,66.78,3943.4,No
C101159,Male,0,Yes,4,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,63,110.92,6989.15,No
C101160,Female,0,No,3,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer,48,93.53,4483.51,No
C101161,Male,1,Yes,3,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Two year,No,Mailed check,49,37.61,1826.57,No
C101162,Female,0,No,2,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card,5,42.02,223.62,Yes
C101163,Female,0,Yes,2,Yes,No,No,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,11,21.49,271.6,Yes
C101164,Female,0,No,2,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer,9,153.1,1337.79,No
C101165,Male,0,No,4,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,34,49.12,1627.02,No
C101166,Male,0,No,0,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,42,110.09,4599.49,Yes
C101167,Male,0,No,2,No,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card,8,59.03,463.42,Yes
C101168,Female,1,Yes,2,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer,54,42.6,2295.15,Yes
C101169,Female,0,Yes,1,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer,39,75.65,2952.89,Yes
C101170,Female,0,No,2,No,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card,42,65.2,2739.85,No
C101171,Female,1,No,2,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card,66,99.06,6535.19,No
C101172,Male,0,Yes,0,Yes,No,No,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,42,99.43,4201.5,No
C101173,Male,1,No,2,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,0,57.3,38.78,No
C101174,Male,0,Yes,0,No,No,DSL,No,Yes,Yes,No,No,No,One year,No,Mailed check,55,31.8,1767.15,No
C101175,Male,0,No,1,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,No,Credit card,63,39.09,2502.37,No
C101176,Male,1,No,1,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,6,20.0,90.59,No
C101177,Male,1,Yes,3,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,38,66.77,2498.26,No
C101178,Male,0,Yes,4,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,33,74.65,2467.16,Yes
C101179,Male,0,No,0,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,10,40.72,420.14,Yes
C101180,Female,0,No,1,No,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Electronic check,19,37.09,705.43,Yes
C101181,Female,1,Yes,0,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,61,74.52,4503.2,Yes
C101182,Female,1,Yes,2,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,28,56.04,1535.38,No
C101183,Male,1,No,1,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer,38,68.61,2597.02,Yes
C101184,Male,1,No,2,No,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,55,63.98,3527.21,Yes
C101185,Male,1,Yes,0,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,32,82.46,2631.63,No
C101186,Male,0,No,4,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,64,58.04,3718.83,No
C101187,Female,1,No,4,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,35,60.34,2115.61,Yes
C101188,Female,1,No,4,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,70,20.0,1418.62,No
C101189,Male,1,No,2,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,10,73.49,711.68,No
C101190,Male,0,Yes,3,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,63,77.66,4894.34,No
C101191,Male,1,Yes,0,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer,8,69.67,586.13,Yes
C101192,Male,1,No,3,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,58,132.36,7661.08,No
C101193,Female,1,No,3,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,47,79.88,3741.82,No
C101194,Female,0,No,3,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,40,70.31,2814.13,No
C101195,Female,1,No,3,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,63,89.97,5646.97,No
C101196,Female,1,No,0,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,46,138.39,6342.65,No
C101197,Female,0,Yes,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50,82.58,4122.06,Yes
